Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54,No,Travel_Rarely,821,Research & Development,5,Intermediate,Medical,Low,Male,86,High,Manager,Research Director,Low,Married,19406,8509,4,No,11,Excellent,Excellent,1,24,4,Good,4,2,1,2
34,No,Non-Travel,1381,Sales,4,Masters,Marketing,High,Female,72,High,Junior,Sales Executive,High,Married,6538,12740,9,No,15,Excellent,Poor,1,6,3,Better,3,2,1,2
31,No,Travel_Rarely,480,Research & Development,7,Intermediate,Medical,Medium,Female,31,High,Junior,Manufacturing Director,Low,Married,4306,4156,1,No,12,Excellent,Good,1,13,5,Poor,13,10,3,12
43,No,Travel_Frequently,313,Research & Development,21,Bachelors,Medical,Very high,Male,61,High,Fresher,Laboratory Technician,Very high,Married,2258,15238,7,No,20,Outstanding,Poor,1,8,1,Better,3,2,1,2
43,No,Travel_Rarely,1473,Research & Development,8,Masters,Other,High,Female,74,High,Junior,Healthcare Representative,High,Divorced,4522,2227,4,Yes,14,Excellent,Outstanding,0,8,3,Better,5,2,0,2
25,No,Travel_Rarely,891,Sales,4,Intermediate,Life Sciences,Medium,Female,99,Medium,Junior,Sales Executive,Very high,Single,4487,12090,1,Yes,11,Excellent,Good,0,5,3,Better,5,4,1,3
37,No,Non-Travel,1063,Research & Development,25,PhD,Medical,Medium,Female,72,High,Junior,Research Scientist,High,Married,4449,23866,3,Yes,15,Excellent,Poor,2,15,2,Better,13,11,10,7
31,No,Travel_Rarely,329,Research & Development,1,Intermediate,Life Sciences,Very high,Male,98,Medium,Fresher,Laboratory Technician,Low,Married,2218,16193,1,No,12,Excellent,Excellent,1,4,3,Better,4,2,3,2
39,No,Travel_Frequently,1218,Research & Development,1,Schooling,Life Sciences,Medium,Male,52,High,Manager,Manager,High,Divorced,19197,8213,1,Yes,14,Excellent,Excellent,1,21,3,Better,21,8,1,6
56,No,Travel_Frequently,906,Sales,6,Bachelors,Life Sciences,High,Female,86,Very high,Team Lead,Sales Executive,Low,Married,13212,18256,9,No,11,Excellent,Outstanding,3,36,0,Good,7,7,7,7
30,No,Travel_Rarely,1082,Sales,12,Bachelors,Technical Degree,Medium,Female,83,High,Junior,Sales Executive,High,Single,6577,19558,0,No,11,Excellent,Good,0,6,6,Better,5,4,4,4
41,No,Travel_Rarely,645,Sales,1,Bachelors,Marketing,Medium,Male,49,Very high,Senior,Sales Executive,Low,Married,8392,19566,1,No,16,Excellent,Excellent,1,10,2,Better,10,7,0,7
28,No,Travel_Rarely,1300,Research & Development,17,Intermediate,Medical,High,Male,79,High,Junior,Laboratory Technician,Low,Divorced,4558,13535,1,No,12,Excellent,Outstanding,1,10,2,Better,10,0,1,8
25,Yes,Travel_Rarely,688,Research & Development,3,Bachelors,Medical,Low,Male,91,High,Fresher,Laboratory Technician,Low,Married,4031,9396,5,No,13,Excellent,Excellent,1,6,5,Better,2,2,0,2
52,No,Travel_Rarely,319,Research & Development,3,Bachelors,Medical,Very high,Male,39,Medium,Senior,Manufacturing Director,High,Married,7969,19609,2,Yes,14,Excellent,Excellent,0,28,4,Better,5,4,0,4
45,No,Travel_Rarely,192,Research & Development,10,Intermediate,Life Sciences,Low,Male,69,High,Fresher,Research Scientist,Very high,Married,2654,9655,3,No,21,Outstanding,Outstanding,2,8,3,Good,2,2,0,2
52,No,Travel_Rarely,1490,Research & Development,4,Intermediate,Life Sciences,Very high,Female,30,High,Team Lead,Manager,Very high,Married,16555,10310,2,No,13,Excellent,Outstanding,0,31,2,Poor,5,2,1,4
42,No,Travel_Frequently,532,Research & Development,29,Intermediate,Life Sciences,Low,Female,92,High,Junior,Research Scientist,High,Divorced,4556,12932,2,No,11,Excellent,Good,1,19,3,Better,5,4,0,2
30,No,Travel_Rarely,317,Research & Development,2,Bachelors,Life Sciences,High,Female,43,Low,Junior,Manufacturing Director,Very high,Single,6091,24793,2,No,20,Outstanding,Excellent,0,11,2,Better,5,4,0,2
60,No,Travel_Rarely,422,Research & Development,7,Bachelors,Life Sciences,Low,Female,41,High,Manager,Manager,Low,Married,19566,3854,5,No,11,Excellent,Outstanding,0,33,5,Poor,29,8,11,10
46,No,Travel_Rarely,1485,Research & Development,18,Bachelors,Medical,High,Female,87,High,Junior,Manufacturing Director,High,Divorced,4810,26314,2,No,14,Excellent,Excellent,1,19,5,Good,10,7,0,8
42,No,Travel_Frequently,1368,Research & Development,28,Masters,Technical Degree,Very high,Female,88,Medium,Junior,Healthcare Representative,Very high,Married,4523,4386,0,No,11,Excellent,Outstanding,3,7,4,Best,6,5,0,4
24,Yes,Travel_Rarely,1448,Sales,1,Schooling,Technical Degree,Low,Female,62,High,Fresher,Sales Representative,Medium,Single,3202,21972,1,Yes,16,Excellent,Good,0,6,4,Better,5,3,1,4
34,Yes,Travel_Frequently,296,Sales,6,Intermediate,Marketing,Very high,Female,33,Low,Fresher,Sales Representative,High,Divorced,2351,12253,0,No,16,Excellent,Outstanding,1,3,3,Good,2,2,1,0
38,No,Travel_Frequently,1490,Research & Development,2,Intermediate,Life Sciences,Very high,Male,42,High,Fresher,Laboratory Technician,Very high,Married,1702,12106,1,Yes,23,Outstanding,Excellent,1,1,3,Better,1,0,0,0
40,No,Travel_Rarely,1398,Sales,2,Masters,Life Sciences,High,Female,79,High,Manager,Manager,High,Married,18041,13022,0,No,14,Excellent,Outstanding,0,21,2,Better,20,15,1,12
26,No,Travel_Rarely,1349,Research & Development,23,Bachelors,Life Sciences,Low,Female,90,High,Fresher,Research Scientist,Very high,Divorced,2886,3032,1,No,22,Outstanding,Good,2,3,3,Poor,3,2,0,2
30,No,Non-Travel,1400,Research & Development,3,Bachelors,Life Sciences,High,Male,53,High,Fresher,Laboratory Technician,Very high,Married,2097,16734,4,No,15,Excellent,Excellent,1,9,3,Poor,5,3,1,4
29,No,Travel_Rarely,986,Research & Development,3,Masters,Medical,Medium,Male,93,Medium,Senior,Research Director,High,Married,11935,21526,1,No,18,Excellent,Excellent,0,10,2,Better,10,2,0,7
29,Yes,Travel_Rarely,408,Research & Development,25,PhD,Technical Degree,High,Female,71,Medium,Fresher,Research Scientist,Medium,Married,2546,18300,5,No,16,Excellent,Good,0,6,2,Best,2,2,1,1
19,Yes,Travel_Rarely,489,Human Resources,2,Intermediate,Technical Degree,Low,Male,52,Medium,Fresher,Human Resources,Very high,Single,2564,18437,1,No,12,Excellent,Excellent,0,1,3,Best,1,0,0,0
30,No,Non-Travel,1398,Sales,22,Masters,Other,High,Female,69,High,Senior,Sales Executive,Low,Married,8412,2890,0,No,11,Excellent,Excellent,0,10,3,Better,9,8,7,8
57,No,Travel_Rarely,210,Sales,29,Bachelors,Marketing,Low,Male,56,Medium,Team Lead,Manager,Very high,Divorced,14118,22102,3,No,12,Excellent,Excellent,1,32,3,Good,1,0,0,0
50,No,Travel_Rarely,1099,Research & Development,29,Masters,Life Sciences,Medium,Male,88,Medium,Team Lead,Manager,High,Married,17046,9314,0,No,15,Excellent,Good,1,28,2,Better,27,10,15,7
30,No,Non-Travel,1116,Research & Development,2,Bachelors,Medical,High,Female,49,High,Fresher,Laboratory Technician,Very high,Single,2564,7181,0,No,14,Excellent,Excellent,0,12,2,Good,11,7,6,7
60,No,Travel_Frequently,1499,Sales,28,Bachelors,Marketing,High,Female,80,Medium,Senior,Sales Executive,Low,Married,10266,2845,4,No,19,Excellent,Outstanding,0,22,5,Best,18,13,13,11
47,No,Travel_Rarely,983,Research & Development,2,Intermediate,Medical,Low,Female,65,High,Junior,Manufacturing Director,Very high,Divorced,5070,7389,5,No,13,Excellent,Excellent,3,20,2,Better,5,0,0,4
46,No,Travel_Rarely,1009,Research & Development,2,Bachelors,Life Sciences,Low,Male,51,High,Team Lead,Research Director,High,Married,17861,2288,6,No,13,Excellent,Excellent,0,26,2,Poor,3,2,0,1
35,No,Travel_Rarely,144,Research & Development,22,Bachelors,Life Sciences,Very high,Male,46,Low,Fresher,Laboratory Technician,High,Single,4230,19225,0,No,15,Excellent,Excellent,0,6,2,Better,5,4,4,3
54,No,Travel_Rarely,548,Research & Development,8,Masters,Life Sciences,High,Female,42,High,Junior,Laboratory Technician,High,Single,3780,23428,7,No,11,Excellent,Excellent,0,19,3,Better,1,0,0,0
34,No,Travel_Rarely,1303,Research & Development,2,Masters,Life Sciences,Very high,Male,62,Medium,Fresher,Research Scientist,High,Divorced,2768,8416,3,No,12,Excellent,Excellent,1,14,3,Better,7,3,5,7
46,No,Travel_Rarely,1125,Sales,10,Bachelors,Marketing,High,Female,94,Medium,Senior,Sales Executive,Very high,Married,9071,11563,2,Yes,19,Excellent,Excellent,1,15,3,Better,3,2,1,2
31,No,Travel_Rarely,1274,Research & Development,9,Schooling,Life Sciences,High,Male,33,High,Senior,Manufacturing Director,Medium,Divorced,10648,14394,1,No,25,Outstanding,Outstanding,1,13,6,Best,13,8,0,8
33,Yes,Travel_Rarely,1277,Research & Development,15,Schooling,Medical,Medium,Male,56,High,Senior,Manager,High,Married,13610,24619,7,Yes,12,Excellent,Outstanding,0,15,2,Best,7,6,7,7
33,Yes,Travel_Rarely,587,Research & Development,10,Schooling,Medical,Low,Male,38,Low,Fresher,Laboratory Technician,Very high,Divorced,3408,6705,7,No,13,Excellent,Poor,3,8,2,Better,4,3,1,3
30,No,Travel_Rarely,413,Sales,7,Schooling,Marketing,Very high,Male,57,High,Fresher,Sales Representative,Medium,Single,2983,18398,0,No,14,Excellent,Poor,0,4,3,Better,3,2,1,2
35,No,Travel_Rarely,1276,Research & Development,16,Bachelors,Life Sciences,Very high,Male,72,High,Senior,Healthcare Representative,High,Married,7632,14295,4,Yes,12,Excellent,Excellent,0,10,2,Better,8,7,0,0
31,Yes,Travel_Frequently,534,Research & Development,20,Bachelors,Life Sciences,Low,Male,66,High,Senior,Healthcare Representative,High,Married,9824,22908,3,No,12,Excellent,Poor,0,12,2,Better,1,0,0,0
34,Yes,Travel_Frequently,988,Human Resources,23,Bachelors,Human Resources,Medium,Female,43,High,Senior,Human Resources,Low,Divorced,9950,11533,9,Yes,15,Excellent,Excellent,3,11,2,Better,3,2,0,2
42,No,Travel_Frequently,1474,Research & Development,5,Intermediate,Other,Medium,Male,97,High,Fresher,Laboratory Technician,High,Married,2093,9260,4,No,17,Excellent,Outstanding,1,8,4,Better,2,2,2,0
36,No,Non-Travel,635,Sales,10,Masters,Medical,Medium,Male,32,High,Senior,Sales Executive,Very high,Single,9980,15318,1,No,14,Excellent,Outstanding,0,10,3,Good,10,3,9,7
22,Yes,Travel_Frequently,1368,Research & Development,4,Schooling,Technical Degree,High,Male,99,Medium,Fresher,Laboratory Technician,High,Single,3894,9129,5,No,16,Excellent,Excellent,0,4,3,Better,2,2,1,2
48,No,Travel_Rarely,163,Sales,2,PhD,Marketing,Medium,Female,37,High,Junior,Sales Executive,Very high,Married,4051,19658,2,No,14,Excellent,Poor,1,14,2,Better,9,7,6,7
55,No,Travel_Rarely,1117,Sales,18,PhD,Life Sciences,Low,Female,83,High,Team Lead,Manager,Medium,Single,16835,9873,3,No,23,Outstanding,Outstanding,0,37,2,Better,10,9,7,7
41,No,Non-Travel,267,Sales,10,Intermediate,Life Sciences,Very high,Male,56,High,Junior,Sales Executive,Very high,Single,6230,13430,7,No,14,Excellent,Outstanding,0,16,3,Better,14,3,1,10
35,No,Travel_Rarely,619,Sales,1,Bachelors,Marketing,Medium,Male,85,High,Junior,Sales Executive,High,Married,4717,18659,9,No,11,Excellent,Excellent,0,15,2,Better,11,9,6,9
40,No,Travel_Rarely,302,Research & Development,6,Bachelors,Life Sciences,Medium,Female,75,High,Team Lead,Manufacturing Director,High,Single,13237,20364,7,No,15,Excellent,Excellent,0,22,3,Better,20,6,5,13
39,No,Travel_Frequently,443,Research & Development,8,Schooling,Life Sciences,High,Female,48,High,Fresher,Laboratory Technician,High,Married,3755,17872,1,No,11,Excellent,Poor,1,8,3,Better,8,3,0,7
31,No,Travel_Rarely,828,Sales,2,Schooling,Life Sciences,Medium,Male,77,High,Junior,Sales Executive,Very high,Single,6582,8346,4,Yes,13,Excellent,Excellent,0,10,2,Best,6,5,0,5
42,No,Travel_Rarely,319,Research & Development,24,Bachelors,Medical,Very high,Male,56,High,Senior,Manufacturing Director,Low,Married,7406,6950,1,Yes,21,Outstanding,Outstanding,1,10,5,Good,10,9,5,8
45,No,Travel_Rarely,561,Sales,2,Bachelors,Other,Very high,Male,61,High,Junior,Sales Executive,Medium,Married,4805,16177,0,No,19,Excellent,Good,1,9,3,Best,8,7,3,7
26,Yes,Travel_Frequently,426,Human Resources,17,Masters,Life Sciences,Medium,Female,58,High,Fresher,Human Resources,High,Divorced,2741,22808,0,Yes,11,Excellent,Good,1,8,2,Good,7,7,1,0
29,No,Travel_Rarely,232,Research & Development,19,Bachelors,Technical Degree,Very high,Male,34,High,Junior,Manufacturing Director,Very high,Divorced,4262,22645,4,No,12,Excellent,Good,2,8,2,Best,3,2,1,2
33,No,Travel_Rarely,922,Research & Development,1,PhD,Medical,Low,Female,95,Very high,Team Lead,Research Director,High,Divorced,16184,22578,4,No,19,Excellent,Excellent,1,10,2,Better,6,1,0,5
31,No,Travel_Rarely,688,Sales,7,Bachelors,Life Sciences,High,Male,44,Medium,Senior,Manager,Very high,Divorced,11557,25291,9,No,21,Outstanding,Excellent,1,10,3,Good,5,4,0,1
18,Yes,Travel_Frequently,1306,Sales,5,Bachelors,Marketing,Medium,Male,69,High,Fresher,Sales Representative,Medium,Single,1878,8059,1,Yes,14,Excellent,Outstanding,0,0,3,Better,0,0,0,0
40,No,Non-Travel,1094,Sales,28,Bachelors,Other,High,Male,58,Low,Senior,Sales Executive,Low,Divorced,10932,11373,3,No,15,Excellent,Excellent,1,20,2,Better,1,0,0,1
41,No,Non-Travel,509,Research & Development,2,Masters,Other,Low,Female,62,Medium,Junior,Healthcare Representative,High,Single,6811,2112,2,Yes,17,Excellent,Poor,0,10,3,Better,8,7,0,7
26,No,Travel_Rarely,775,Sales,29,Intermediate,Medical,Low,Male,45,High,Junior,Sales Executive,High,Divorced,4306,4267,5,No,12,Excellent,Poor,2,8,5,Better,0,0,0,0
35,No,Travel_Rarely,195,Sales,1,Bachelors,Medical,Low,Female,80,High,Junior,Sales Executive,High,Single,4859,6698,1,No,16,Excellent,Outstanding,0,5,3,Better,5,4,0,3
34,No,Travel_Rarely,258,Sales,21,Masters,Life Sciences,Very high,Male,74,Very high,Junior,Sales Executive,Very high,Single,5337,19921,1,No,12,Excellent,Outstanding,0,10,3,Better,10,7,5,7
26,Yes,Travel_Rarely,471,Research & Development,24,Bachelors,Technical Degree,High,Male,66,Low,Fresher,Laboratory Technician,Very high,Single,2340,23213,1,Yes,18,Excellent,Good,0,1,3,Poor,1,0,0,0
37,No,Travel_Rarely,799,Research & Development,1,Bachelors,Technical Degree,Medium,Female,59,High,Senior,Manufacturing Director,Very high,Single,7491,23848,4,No,17,Excellent,Outstanding,0,12,3,Best,6,5,1,2
46,No,Travel_Frequently,1034,Research & Development,18,Schooling,Medical,Low,Female,86,High,Senior,Healthcare Representative,High,Married,10527,8984,5,No,11,Excellent,Outstanding,0,28,3,Good,2,2,1,2
41,No,Travel_Rarely,1276,Sales,2,PhD,Life Sciences,Medium,Female,91,High,Team Lead,Manager,Low,Married,16595,5626,7,No,16,Excellent,Good,1,22,2,Better,18,16,11,8
37,No,Non-Travel,142,Sales,9,Masters,Medical,Low,Male,69,High,Senior,Sales Executive,Medium,Divorced,8834,24666,1,No,13,Excellent,Outstanding,1,9,6,Better,9,5,7,7
52,No,Travel_Rarely,956,Research & Development,6,Intermediate,Technical Degree,Very high,Male,78,High,Junior,Research Scientist,Low,Divorced,5577,22087,3,Yes,12,Excellent,Good,2,18,3,Better,10,9,6,9
32,Yes,Non-Travel,1474,Sales,11,Masters,Other,Very high,Male,60,Very high,Junior,Sales Executive,High,Married,4707,23914,8,No,12,Excellent,Outstanding,0,6,2,Better,4,2,1,2
24,No,Travel_Frequently,535,Sales,24,Bachelors,Medical,Very high,Male,38,High,Fresher,Sales Representative,Very high,Married,2400,5530,0,No,13,Excellent,Excellent,2,3,3,Better,2,2,2,1
38,No,Travel_Rarely,1495,Research & Development,10,Bachelors,Medical,High,Female,76,High,Junior,Healthcare Representative,High,Married,9824,22174,3,No,19,Excellent,Excellent,1,18,4,Better,1,0,0,0
37,No,Travel_Rarely,446,Research & Development,1,Masters,Life Sciences,Medium,Female,65,High,Junior,Manufacturing Director,Medium,Married,6447,15701,6,No,12,Excellent,Good,1,8,2,Good,6,5,4,3
49,No,Travel_Rarely,1245,Research & Development,18,Masters,Life Sciences,Very high,Male,58,Medium,Manager,Research Director,High,Divorced,19502,2125,1,Yes,17,Excellent,Excellent,1,31,5,Better,31,9,0,9
24,No,Travel_Rarely,691,Research & Development,23,Bachelors,Medical,Medium,Male,89,Very high,Fresher,Research Scientist,Very high,Married,2725,21630,1,Yes,11,Excellent,Good,2,6,3,Better,6,5,1,4
26,No,Travel_Rarely,703,Sales,28,Intermediate,Marketing,Low,Male,66,High,Junior,Sales Executive,Medium,Married,6272,7428,1,No,20,Outstanding,Outstanding,2,6,5,Best,5,3,1,4
24,No,Travel_Rarely,823,Research & Development,17,Intermediate,Other,Very high,Male,94,Medium,Fresher,Laboratory Technician,Medium,Married,2127,9100,1,No,21,Outstanding,Outstanding,1,1,2,Better,1,0,0,0
50,No,Travel_Frequently,1246,Human Resources,3,Bachelors,Medical,Low,Male,99,High,Manager,Manager,Medium,Married,18200,7999,1,No,11,Excellent,Excellent,1,32,2,Better,32,5,10,7
25,No,Travel_Rarely,622,Sales,13,Schooling,Medical,Medium,Male,40,High,Fresher,Sales Representative,High,Married,2096,26376,1,No,11,Excellent,Excellent,0,7,1,Better,7,4,0,6
24,Yes,Travel_Frequently,1287,Research & Development,7,Bachelors,Life Sciences,Low,Female,55,High,Fresher,Laboratory Technician,High,Married,2886,14168,1,Yes,16,Excellent,Outstanding,1,6,4,Better,6,3,1,2
30,Yes,Travel_Frequently,448,Sales,12,Masters,Life Sciences,Medium,Male,74,Medium,Fresher,Sales Representative,Low,Married,2033,14470,1,No,18,Excellent,Excellent,1,1,2,Best,1,0,0,0
34,No,Travel_Rarely,254,Research & Development,1,Intermediate,Life Sciences,Medium,Male,83,Medium,Fresher,Research Scientist,Very high,Married,3622,22794,1,Yes,13,Excellent,Outstanding,1,6,3,Better,6,5,1,3
31,Yes,Travel_Rarely,1365,Sales,13,Masters,Medical,Medium,Male,46,High,Junior,Sales Executive,Low,Divorced,4233,11512,2,No,17,Excellent,Excellent,0,9,2,Poor,3,1,1,2
35,No,Travel_Rarely,538,Research & Development,25,Intermediate,Other,Low,Male,54,Medium,Junior,Laboratory Technician,Very high,Single,3681,14004,4,No,14,Excellent,Outstanding,0,9,3,Better,3,2,0,2
31,No,Travel_Rarely,525,Sales,6,Masters,Medical,Low,Male,66,Very high,Junior,Sales Executive,Very high,Divorced,5460,6219,4,No,22,Outstanding,Outstanding,2,13,4,Best,7,7,5,7
27,No,Travel_Rarely,798,Research & Development,6,Masters,Medical,Low,Female,66,Medium,Fresher,Research Scientist,High,Divorced,2187,5013,0,No,12,Excellent,Excellent,2,6,5,Good,5,3,0,3
37,No,Travel_Rarely,558,Sales,2,Bachelors,Marketing,Very high,Male,75,High,Junior,Sales Executive,High,Married,9602,3010,4,Yes,11,Excellent,Excellent,1,17,3,Good,3,0,1,0
20,No,Travel_Rarely,959,Research & Development,1,Bachelors,Life Sciences,Very high,Female,83,Medium,Fresher,Research Scientist,Medium,Single,2836,11757,1,No,13,Excellent,Outstanding,0,1,0,Best,1,0,0,0
42,No,Travel_Rarely,622,Research & Development,2,Masters,Life Sciences,High,Female,81,High,Junior,Healthcare Representative,Very high,Married,4089,5718,1,No,13,Excellent,Good,2,10,4,Better,10,2,2,2
43,No,Travel_Rarely,782,Research & Development,6,Masters,Other,Medium,Male,50,Medium,Team Lead,Research Director,Very high,Divorced,16627,2671,4,Yes,14,Excellent,Excellent,1,21,3,Good,1,0,0,0
38,No,Travel_Rarely,362,Research & Development,1,Schooling,Life Sciences,High,Female,43,High,Fresher,Research Scientist,Low,Single,2619,14561,3,No,17,Excellent,Outstanding,0,8,3,Good,0,0,0,0
43,No,Travel_Frequently,1001,Research & Development,9,PhD,Medical,Very high,Male,72,High,Junior,Laboratory Technician,High,Divorced,5679,19627,3,Yes,13,Excellent,Good,1,10,3,Better,8,7,4,7
48,No,Travel_Rarely,1236,Research & Development,1,Masters,Life Sciences,Very high,Female,40,Medium,Team Lead,Manager,Low,Married,15402,17997,7,No,11,Excellent,Poor,1,21,3,Poor,3,2,0,2
44,No,Travel_Rarely,1112,Human Resources,1,Masters,Life Sciences,Low,Female,50,Medium,Junior,Human Resources,High,Single,5985,26894,4,No,11,Excellent,Good,0,10,1,Best,2,2,0,2
34,No,Travel_Rarely,204,Sales,14,Bachelors,Technical Degree,High,Female,31,High,Fresher,Sales Representative,High,Divorced,2579,2912,1,Yes,18,Excellent,Outstanding,2,8,3,Better,8,2,0,6
27,Yes,Travel_Rarely,1420,Sales,2,Schooling,Marketing,High,Male,85,High,Fresher,Sales Representative,Low,Divorced,3041,16346,0,No,11,Excellent,Good,1,5,3,Better,4,3,0,2
21,No,Travel_Rarely,1343,Sales,22,Schooling,Technical Degree,High,Male,49,High,Fresher,Sales Representative,High,Single,3447,24444,1,No,11,Excellent,Excellent,0,3,2,Better,3,2,1,2
44,No,Travel_Rarely,1315,Research & Development,3,Masters,Other,Very high,Male,35,High,Manager,Manager,Very high,Married,19513,9358,4,Yes,12,Excellent,Poor,1,26,2,Best,2,2,0,1
22,No,Travel_Rarely,604,Research & Development,6,Schooling,Medical,Low,Male,69,High,Fresher,Research Scientist,High,Married,2773,12145,0,No,20,Outstanding,Outstanding,0,3,3,Better,2,2,2,2
33,No,Travel_Rarely,1216,Sales,8,Masters,Marketing,High,Male,39,High,Junior,Sales Executive,High,Divorced,7104,20431,0,No,12,Excellent,Outstanding,0,6,3,Better,5,0,1,2
32,No,Travel_Rarely,646,Research & Development,9,Masters,Life Sciences,Low,Female,92,High,Junior,Research Scientist,Very high,Married,6322,18089,1,Yes,12,Excellent,Outstanding,1,6,2,Good,6,4,0,5
30,No,Travel_Frequently,160,Research & Development,3,Bachelors,Medical,High,Female,71,High,Fresher,Research Scientist,High,Divorced,2083,22653,1,No,20,Outstanding,Excellent,1,1,2,Better,1,0,0,0
53,No,Travel_Rarely,238,Sales,1,Schooling,Medical,Very high,Female,34,High,Junior,Sales Executive,Low,Single,8381,7507,7,No,20,Outstanding,Outstanding,0,18,2,Best,14,7,8,10
34,No,Travel_Rarely,1397,Research & Development,1,PhD,Life Sciences,Medium,Male,42,High,Fresher,Research Scientist,Very high,Married,2691,7660,1,No,12,Excellent,Outstanding,1,10,4,Good,10,9,8,8
45,Yes,Travel_Frequently,306,Sales,26,Masters,Life Sciences,Low,Female,100,High,Junior,Sales Executive,Low,Married,4286,5630,2,No,14,Excellent,Outstanding,2,5,4,Better,1,1,0,0
26,No,Travel_Rarely,991,Research & Development,6,Bachelors,Life Sciences,High,Female,71,High,Fresher,Laboratory Technician,Very high,Married,2659,17759,1,Yes,13,Excellent,Excellent,1,3,2,Better,3,2,0,2
37,No,Travel_Rarely,482,Research & Development,3,Bachelors,Other,High,Male,36,High,Senior,Manufacturing Director,High,Married,9434,9606,1,No,15,Excellent,Excellent,1,10,2,Better,10,7,7,8
29,No,Travel_Rarely,1176,Sales,3,Intermediate,Medical,Medium,Female,62,High,Junior,Sales Executive,High,Married,5561,3487,1,No,14,Excellent,Poor,1,6,5,Good,6,0,1,2
35,No,Travel_Rarely,1017,Research & Development,6,Masters,Life Sciences,Medium,Male,82,Low,Junior,Research Scientist,Very high,Single,6646,19368,1,No,13,Excellent,Good,0,17,3,Better,17,11,11,8
33,No,Travel_Frequently,1296,Research & Development,6,Bachelors,Life Sciences,High,Male,30,High,Junior,Healthcare Representative,Very high,Divorced,7725,5335,3,No,23,Outstanding,Excellent,1,15,2,Poor,13,11,4,7
54,No,Travel_Rarely,397,Human Resources,19,Masters,Medical,High,Male,88,High,Senior,Human Resources,Medium,Married,10725,6729,2,No,15,Excellent,Excellent,1,16,1,Best,9,7,7,1
36,No,Travel_Rarely,913,Research & Development,9,Intermediate,Medical,Medium,Male,48,Medium,Junior,Manufacturing Director,Medium,Divorced,8847,13934,2,Yes,11,Excellent,Excellent,1,13,2,Better,3,2,0,2
27,No,Travel_Rarely,1115,Research & Development,3,Masters,Medical,Low,Male,54,Medium,Fresher,Research Scientist,Very high,Single,2045,15174,0,No,13,Excellent,Outstanding,0,5,0,Better,4,2,1,1
20,Yes,Travel_Rarely,1362,Research & Development,10,Schooling,Medical,Very high,Male,32,High,Fresher,Research Scientist,High,Single,1009,26999,1,Yes,11,Excellent,Outstanding,0,1,5,Better,1,0,1,1
33,Yes,Travel_Frequently,1076,Research & Development,3,Bachelors,Life Sciences,Low,Male,70,High,Fresher,Research Scientist,Low,Single,3348,3164,1,Yes,11,Excellent,Poor,0,10,3,Better,10,8,9,7
35,No,Non-Travel,727,Research & Development,3,Bachelors,Life Sciences,High,Male,41,Medium,Fresher,Laboratory Technician,High,Married,1281,16900,1,No,18,Excellent,Excellent,2,1,3,Better,1,0,0,0
23,No,Travel_Rarely,885,Research & Development,4,Bachelors,Medical,Low,Male,58,Very high,Fresher,Research Scientist,Low,Married,2819,8544,2,No,16,Excellent,Poor,1,5,3,Best,3,2,0,2
25,No,Travel_Rarely,810,Sales,8,Bachelors,Life Sciences,Very high,Male,57,Very high,Junior,Sales Executive,Medium,Married,4851,15678,0,No,22,Outstanding,Excellent,1,4,4,Better,3,2,1,2
38,No,Travel_Rarely,243,Sales,7,Masters,Marketing,Very high,Female,46,Medium,Junior,Sales Executive,Very high,Single,4028,7791,0,No,20,Outstanding,Poor,0,8,2,Better,7,7,0,5
29,No,Travel_Frequently,806,Research & Development,1,Masters,Life Sciences,Medium,Male,76,Low,Fresher,Research Scientist,Very high,Divorced,2720,18959,1,No,18,Excellent,Outstanding,1,10,5,Better,10,7,2,8
48,No,Travel_Rarely,817,Sales,2,Schooling,Marketing,Medium,Male,56,Very high,Junior,Sales Executive,Medium,Married,8120,18597,3,No,12,Excellent,Outstanding,0,12,3,Better,2,2,2,2
27,No,Travel_Frequently,1410,Sales,3,Schooling,Medical,Very high,Female,71,Very high,Junior,Sales Executive,Very high,Divorced,4647,16673,1,Yes,20,Outstanding,Good,2,6,3,Better,6,5,0,4
37,No,Travel_Rarely,1225,Research & Development,10,Intermediate,Life Sciences,Very high,Male,80,Very high,Fresher,Research Scientist,Very high,Single,4680,15232,3,No,17,Excellent,Poor,0,4,2,Better,1,0,0,0
50,No,Travel_Rarely,1207,Research & Development,28,Schooling,Medical,Very high,Male,74,Very high,Fresher,Laboratory Technician,High,Married,3221,3297,1,Yes,11,Excellent,Excellent,3,20,3,Better,20,8,3,8
34,No,Travel_Rarely,1442,Research & Development,9,Bachelors,Medical,Very high,Female,46,Medium,Senior,Healthcare Representative,Medium,Single,8621,17654,1,No,14,Excellent,Good,0,9,3,Best,8,7,7,7
24,Yes,Travel_Rarely,693,Sales,3,Intermediate,Life Sciences,Low,Female,65,High,Junior,Sales Executive,High,Single,4577,24785,9,No,14,Excellent,Poor,0,4,3,Better,2,2,2,0
